nanogram,metric weight unit,metric unit,unit of measurement,definite quantity
decigram,metric weight unit,metric unit,unit of measurement,definite quantity
carat,metric weight unit,metric unit,unit of measurement,definite quantity
gram,metric weight unit,metric unit,unit of measurement,definite quantity
gram atom,metric weight unit,metric unit,unit of measurement,definite quantity
gram molecule,metric weight unit,metric unit,unit of measurement,definite quantity
dekagram,metric weight unit,metric unit,unit of measurement,definite quantity
hectogram,metric weight unit,metric unit,unit of measurement,definite quantity
kilogram,metric weight unit,metric unit,unit of measurement,definite quantity
myriagram,metric weight unit,metric unit,unit of measurement,definite quantity
hundredweight,metric weight unit,metric unit,unit of measurement,definite quantity
quintal,metric weight unit,metric unit,unit of measurement,definite quantity
metric ton,metric weight unit,metric unit,unit of measurement,definite quantity
pi,transcendental number,irrational number,real number,complex number
female bonding,bonding,personal relation,relationship,relation
male bonding,bonding,personal relation,relationship,relation
maternal-infant bonding,bonding,personal relation,relationship,relation
linear operator,operator,function,mathematical relation,relation
sine,trigonometric function,function,mathematical relation,relation
arc sine,trigonometric function,function,mathematical relation,relation
cosine,trigonometric function,function,mathematical relation,relation
arc cosine,trigonometric function,function,mathematical relation,relation
arc tangent,trigonometric function,function,mathematical relation,relation
cotangent,trigonometric function,function,mathematical relation,relation
arc cotangent,trigonometric function,function,mathematical relation,relation
arc secant,trigonometric function,function,mathematical relation,relation
cosecant,trigonometric function,function,mathematical relation,relation
arc cosecant,trigonometric function,function,mathematical relation,relation
germaneness,applicability,relevance,connection,relation
reflexivity,coreference,grammatical relation,linguistic relation,relation
declension,inflection,grammatical relation,linguistic relation,relation
paradigm,inflection,grammatical relation,linguistic relation,relation
pluralization,inflection,grammatical relation,linguistic relation,relation
proportion,quotient,ratio,magnitude relation,relation
commensurateness,proportionality,ratio,magnitude relation,relation
figure of merit,efficiency,ratio,magnitude relation,relation
adult intelligence,intelligence quotient,ratio,magnitude relation,relation
borderline intelligence,intelligence quotient,ratio,magnitude relation,relation
doctor-patient relation,medical relation,professional relation,social relation,relation
nurse-patient relation,medical relation,professional relation,social relation,relation
fiduciary relation,legal relation,professional relation,social relation,relation
teacher-student relation,academic relation,professional relation,social relation,relation
sliding scale,wage scale,scale,standard,system of measurement
circlet,circle,ellipse,conic section,plane figure
square,regular polygon,isogon,polygon,plane figure
rhombus,parallelogram,quadrilateral,polygon,plane figure
rhomboid,parallelogram,quadrilateral,polygon,plane figure
rectangle,parallelogram,quadrilateral,polygon,plane figure
disproportion,disparity,inequality,difference,quality
epicycle,circle,ellipse,conic section,plane figure
handmaid,subordinateness,inferiority,low status,status
junior status,subordinateness,inferiority,low status,status
nonoccurrence,absence,lack,need,condition
awayness,absence,lack,need,condition
bigamy,marriage,marital status,legal status,status
common-law marriage,marriage,marital status,legal status,status
endogamy,marriage,marital status,legal status,status
exogamy,marriage,marital status,legal status,status
marriage of convenience,marriage,marital status,legal status,status
misalliance,marriage,marital status,legal status,status
monandry,marriage,marital status,legal status,status
monogamy,marriage,marital status,legal status,status
open marriage,marriage,marital status,legal status,status
cuckoldom,marriage,marital status,legal status,status
polygamy,marriage,marital status,legal status,status
sigeh,marriage,marital status,legal status,status
immunodeficiency,immunological disorder,disorder,physical condition,condition
immunosuppression,immunological disorder,disorder,physical condition,condition
umbra,shadow,shade,semidarkness,dark
penumbra,shadow,shade,semidarkness,dark
quality of life,gratification,emotional state,emotion,feeling
blessedness,happiness,emotional state,emotion,feeling
sovereignty,self-government,autonomy,independence,freedom
local option,self-government,autonomy,independence,freedom
home rule,self-government,autonomy,independence,freedom
hypersomnia,sleep disorder,disorder,physical condition,condition
insomnia,sleep disorder,disorder,physical condition,condition
aplasia,dysplasia,abnormality,physical condition,condition
sleep terror disorder,sleep disorder,disorder,physical condition,condition
acroanesthesia,regional anesthesia,anesthesia,physical condition,condition
caudal anesthesia,regional anesthesia,anesthesia,physical condition,condition
epidural anesthesia,regional anesthesia,anesthesia,physical condition,condition
paracervical block,regional anesthesia,anesthesia,physical condition,condition
pudendal block,regional anesthesia,anesthesia,physical condition,condition
spinal anesthesia,regional anesthesia,anesthesia,physical condition,condition
inhalation anesthesia,general anesthesia,anesthesia,physical condition,condition
twilight sleep,general anesthesia,anesthesia,physical condition,condition
abdominal pregnancy,ectopic pregnancy,pregnancy,physical condition,condition
ovarian pregnancy,ectopic pregnancy,pregnancy,physical condition,condition
tubal pregnancy,ectopic pregnancy,pregnancy,physical condition,condition
dyscrasia,ill health,pathological state,physical condition,condition
anorexia,eating disorder,disorder,physical condition,condition
pica,eating disorder,disorder,physical condition,condition
bulimarexia,eating disorder,disorder,physical condition,condition
bulimia,eating disorder,disorder,physical condition,condition
demyelination,degenerative disorder,disorder,physical condition,condition
overbite,malocclusion,disorder,physical condition,condition
illness,ill health,pathological state,physical condition,condition
invalidism,ill health,pathological state,physical condition,condition
biliousness,ill health,pathological state,physical condition,condition
lymphangiectasia,ectasia,dilatation,physical condition,condition
alveolar ectasia,ectasia,dilatation,physical condition,condition
alcoholism,drug addiction,addiction,physical condition,condition
cocaine addiction,drug addiction,addiction,physical condition,condition
heroin addiction,drug addiction,addiction,physical condition,condition
caffein addiction,drug addiction,addiction,physical condition,condition
nicotine addiction,drug addiction,addiction,physical condition,condition
lead colic,colic,pain,symptom,evidence
hyperparathyroidism,glandular disease,disorder,physical condition,condition
hypoparathyroidism,glandular disease,disorder,physical condition,condition
hyperpituitarism,glandular disease,disorder,physical condition,condition
Paget's disease,osteitis,inflammation,symptom,evidence
Asperger's syndrome,mental disorder,disorder,physical condition,condition
alkaptonuria,metabolic disorder,disorder,physical condition,condition
brain damage,nervous disorder,disorder,physical condition,condition
brain disorder,nervous disorder,disorder,physical condition,condition
ataxia,nervous disorder,disorder,physical condition,condition
atopognosia,nervous disorder,disorder,physical condition,condition
monorchism,cryptorchidy,abnormality,physical condition,condition
dyskinesia,nervous disorder,disorder,physical condition,condition
deviated nasal septum,deviated septum,abnormality,physical condition,condition
multiple sclerosis,degenerative disorder,disorder,physical condition,condition
paralysis agitans,degenerative disorder,disorder,physical condition,condition
flaccid paralysis,nervous disorder,disorder,physical condition,condition
dyscalculia,learning disorder,disorder,physical condition,condition
dysgraphia,learning disorder,disorder,physical condition,condition
dyslexia,learning disorder,disorder,physical condition,condition
anarthria,speech disorder,disorder,physical condition,condition
heart disease,cardiovascular disease,disorder,physical condition,condition
high blood pressure,cardiovascular disease,disorder,physical condition,condition
hypotension,cardiovascular disease,disorder,physical condition,condition
aneurysm,cardiovascular disease,disorder,physical condition,condition
athetosis,nervous disorder,disorder,physical condition,condition
kuru,nervous disorder,disorder,physical condition,condition
nerve compression,nervous disorder,disorder,physical condition,condition
circulatory failure,cardiovascular disease,disorder,physical condition,condition
Addison's disease,glandular disease,disorder,physical condition,condition
adenopathy,glandular disease,disorder,physical condition,condition
aldosteronism,glandular disease,disorder,physical condition,condition
Cushing's disease,glandular disease,disorder,physical condition,condition
Cushing's syndrome,glandular disease,disorder,physical condition,condition
angioedema,edema,swelling,symptom,evidence
lymphedema,edema,swelling,symptom,evidence
hyperthyroidism,glandular disease,disorder,physical condition,condition
hypothyroidism,glandular disease,disorder,physical condition,condition
anergy,immunological disorder,disorder,physical condition,condition
inborn error of metabolism,metabolic disorder,disorder,physical condition,condition
sideropenia,mineral deficiency,lack,need,condition
infection,ill health,pathological state,physical condition,condition
housemaid's knee,bursitis,inflammation,symptom,evidence
water on the knee,hydrarthrosis,inflammation,symptom,evidence
lipidosis,metabolic disorder,disorder,physical condition,condition
lysine intolerance,metabolic disorder,disorder,physical condition,condition
organic brain syndrome,mental abnormality,abnormality,physical condition,condition
motion sickness,ailment,disorder,physical condition,condition
dermatomyositis,myositis,inflammation,symptom,evidence
polymyositis,myositis,inflammation,symptom,evidence
inclusion body myositis,myositis,inflammation,symptom,evidence
scleredema,edema,swelling,symptom,evidence
granulation,connective tissue,animal tissue,tissue,body part
rheumatic aortitis,aortitis,inflammation,symptom,evidence
periarteritis,arteritis,inflammation,symptom,evidence
polyarteritis,arteritis,inflammation,symptom,evidence
Takayasu's arteritis,arteritis,inflammation,symptom,evidence
temporal arteritis,arteritis,inflammation,symptom,evidence
ophthalmia,conjunctivitis,inflammation,symptom,evidence
hyperlipoproteinemia,metabolic disorder,disorder,physical condition,condition
hypolipoproteinemia,metabolic disorder,disorder,physical condition,condition
injury,ill health,pathological state,physical condition,condition
regional enteritis,colitis,inflammation,symptom,evidence
irritable bowel syndrome,colitis,inflammation,symptom,evidence
ulcerative colitis,colitis,inflammation,symptom,evidence
anasarca,edema,swelling,symptom,evidence
chemosis,edema,swelling,symptom,evidence
papilledema,edema,swelling,symptom,evidence
cerebral edema,edema,swelling,symptom,evidence
tumescence,tumidity,swelling,symptom,evidence
hematoma,intumescence,swelling,symptom,evidence
engorgement,hyperemia,congestion,symptom,evidence
toothache,ache,pain,symptom,evidence
backache,ache,pain,symptom,evidence
primary dysmenorrhea,dysmenorrhea,pain,symptom,evidence
secondary dysmenorrhea,dysmenorrhea,pain,symptom,evidence
stomachache,ache,pain,symptom,evidence
earache,ache,pain,symptom,evidence
trigeminal neuralgia,neuralgia,pain,symptom,evidence
sciatica,neuralgia,pain,symptom,evidence
endocarditis,carditis,inflammation,symptom,evidence
myocardial inflammation,carditis,inflammation,symptom,evidence
pancarditis,carditis,inflammation,symptom,evidence
pericarditis,carditis,inflammation,symptom,evidence
acute hemorrhagic encephalitis,encephalitis,inflammation,symptom,evidence
equine encephalitis,encephalitis,inflammation,symptom,evidence
herpes simplex encephalitis,encephalitis,inflammation,symptom,evidence
leukoencephalitis,encephalitis,inflammation,symptom,evidence
panencephalitis,encephalitis,inflammation,symptom,evidence
sleeping sickness,encephalitis,inflammation,symptom,evidence
West Nile encephalitis,encephalitis,inflammation,symptom,evidence
necrotizing enteritis,enteritis,inflammation,symptom,evidence
acute gastritis,gastritis,inflammation,symptom,evidence
chronic gastritis,gastritis,inflammation,symptom,evidence
acute glossitis,glossitis,inflammation,symptom,evidence
chronic glossitis,glossitis,inflammation,symptom,evidence
Moeller's glossitis,glossitis,inflammation,symptom,evidence
labyrinthitis,otitis,inflammation,symptom,evidence
osteomyelitis,osteitis,inflammation,symptom,evidence
otitis externa,otitis,inflammation,symptom,evidence
otitis media,otitis,inflammation,symptom,evidence
polyneuritis,neuritis,inflammation,symptom,evidence
retrobulbar neuritis,neuritis,inflammation,symptom,evidence
thrombophlebitis,phlebitis,inflammation,symptom,evidence
chorioretinitis,retinitis,inflammation,symptom,evidence
pansinusitis,sinusitis,inflammation,symptom,evidence
vesicular stomatitis,stomatitis,inflammation,symptom,evidence
tennis elbow,epicondylitis,inflammation,symptom,evidence
tenosynovitis,synovitis,inflammation,symptom,evidence
tic,twitch,spasm,symptom,evidence
blepharism,twitch,spasm,symptom,evidence
fibrillation,twitch,spasm,symptom,evidence
fasciculation,twitch,spasm,symptom,evidence
fibrous dysplasia of bone,dysplasia,abnormality,physical condition,condition
hypertrophy,dysplasia,abnormality,physical condition,condition
hyperplasia,dysplasia,abnormality,physical condition,condition
hypoplasia,dysplasia,abnormality,physical condition,condition
anaplasia,dysplasia,abnormality,physical condition,condition
sleep apnea,sleep disorder,disorder,physical condition,condition
auditory hallucination,hallucination,delusion,psychological state,condition
pseudohallucination,hallucination,delusion,psychological state,condition
visual hallucination,hallucination,delusion,psychological state,condition
rationality,sanity,mental health,psychological state,condition
anxiety disorder,mental disorder,disorder,physical condition,condition
psychosomatic disorder,mental disorder,disorder,physical condition,condition
conversion disorder,mental disorder,disorder,physical condition,condition
delusional disorder,mental disorder,disorder,physical condition,condition
encopresis,mental disorder,disorder,physical condition,condition
folie a deux,mental disorder,disorder,physical condition,condition
personality disorder,mental disorder,disorder,physical condition,condition
affective disorder,mental disorder,disorder,physical condition,condition
schizothymia,mental disorder,disorder,physical condition,condition
neurosis,mental disorder,disorder,physical condition,condition
lunacy,insanity,mental illness,psychological state,condition
dementia,insanity,mental illness,psychological state,condition
irrationality,insanity,mental illness,psychological state,condition
derangement,insanity,mental illness,psychological state,condition
craziness,insanity,mental illness,psychological state,condition
delirium tremens,psychosis,mental illness,psychological state,condition
paranoia,psychosis,mental illness,psychological state,condition
schizophrenia,psychosis,mental illness,psychological state,condition
aphonia,speech disorder,disorder,physical condition,condition
flaccid bladder,bladder disorder,disorder,physical condition,condition
neurogenic bladder,bladder disorder,disorder,physical condition,condition
spastic bladder,bladder disorder,disorder,physical condition,condition
cataphasia,speech disorder,disorder,physical condition,condition
dysarthria,speech disorder,disorder,physical condition,condition
dyslogia,speech disorder,disorder,physical condition,condition
dysphonia,speech disorder,disorder,physical condition,condition
lallation,speech disorder,disorder,physical condition,condition
lambdacism,speech disorder,disorder,physical condition,condition
lisp,speech disorder,disorder,physical condition,condition
stammer,speech disorder,disorder,physical condition,condition
dumps,low spirits,depression,psychological state,condition
fit,bad temper,anger,emotion,feeling
dissociative disorder,mental disorder,disorder,physical condition,condition
conspicuousness,salience,prominence,standing,status
hurry,urgency,necessity,need,condition
imperativeness,urgency,necessity,need,condition
criticality,urgency,necessity,need,condition
alopecia areata,alopecia,baldness,hairlessness,condition
birth defect,anomaly,abnormality,physical condition,condition
gas,state of matter,chemical phenomenon,natural phenomenon,phenomenon
silver spoon,inherited wealth,wealth,financial condition,condition
chromosomal aberration,aberrance,abnormality,physical condition,condition
deflection,aberrance,abnormality,physical condition,condition
kyphosis,spinal curvature,abnormality,physical condition,condition
lordosis,spinal curvature,abnormality,physical condition,condition
scoliosis,spinal curvature,abnormality,physical condition,condition
cross-eye,strabismus,abnormality,physical condition,condition
ateleiosis,infantilism,abnormality,physical condition,condition
malathion poisoning,pesticide poisoning,poisoning,physical condition,condition
Minamata disease,mercury poisoning,poisoning,physical condition,condition
parathion poisoning,pesticide poisoning,poisoning,physical condition,condition
lotusland,kingdom,sphere,environment,situation
acid rain,air pollution,pollution,environmental condition,condition
industrial air pollution,air pollution,pollution,environmental condition,condition
small-particle pollution,air pollution,pollution,environmental condition,condition
smog,air pollution,pollution,environmental condition,condition
unfitness,ill health,pathological state,physical condition,condition
walleye,strabismus,abnormality,physical condition,condition
kraurosis vulvae,kraurosis,atrophy,symptom,evidence
varicosity,varix,abnormality,physical condition,condition
botulinum toxin A,botulinum toxin,neurotoxin,toxin,poison
Ringer's solution,isotonic solution,solution,mixture,substance
saline solution,isotonic solution,solution,mixture,substance
polyelectrolyte,electrolyte,solution,mixture,substance
hydrogel,gel,colloid,mixture,substance
plasticizer,softener,chemical,material,substance
polystyrene,styrene,vinyl polymer,synthetic resin,polymer
sponge,absorbent material,sorbent,material,substance
absorber,absorbent material,sorbent,material,substance
absorbent cotton,absorbent material,sorbent,material,substance
acaricide,pesticide,chemical,material,substance
Agent Orange,herbicide,chemical,material,substance
arsenical,pesticide,chemical,material,substance
hydrazoic acid,explosive,chemical,material,substance
hydrochlorofluorocarbon,chlorofluorocarbon,fluorocarbon,halocarbon,organic compound
halon,pollutant,waste,material,substance
buckminsterfullerene,fullerene,carbon,chemical element,substance
carbon nanotube,fullerene,carbon,chemical element,substance
atrazine,herbicide,chemical,material,substance
baryta,barium,metallic element,chemical element,substance
cesium 137,cesium,metallic element,chemical element,substance
cobalt 60,cobalt,metallic element,chemical element,substance
iodine-131,radioisotope,isotope,atom,substance
iodine-125,radioisotope,isotope,atom,substance
columbium,niobium,metallic element,chemical element,substance
platinum,noble metal,metallic element,chemical element,substance
weapons plutonium,plutonium 239,plutonium,chemical element,substance
strontium 90,strontium,metallic element,chemical element,substance
thorium-228,thorium,metallic element,chemical element,substance
uranium 235,uranium,metallic element,chemical element,substance
uranium 238,uranium,metallic element,chemical element,substance
azurite,malachite,mineral,material,substance
biotite,mica,mineral,material,substance
bone black,char,carbon,chemical element,substance
fluorapatite,apatite,mineral,material,substance
almandite,garnet,mineral,material,substance
lepidolite,mica,mineral,material,substance
muscovite,mica,mineral,material,substance
nephrite,amphibole,mineral,material,substance
paragonite,mica,mineral,material,substance
triose,monosaccharide,carbohydrate,macromolecule,molecule
tetrose,monosaccharide,carbohydrate,macromolecule,molecule
pentose,monosaccharide,carbohydrate,macromolecule,molecule
hexose,monosaccharide,carbohydrate,macromolecule,molecule
phlogopite,mica,mineral,material,substance
rag paper,writing paper,paper,material,substance
ambergris,animal product,animal material,material,substance
lac,animal product,animal material,material,substance
mosaic gold,pigment,coloring material,material,substance
Sonora lac,animal product,animal material,material,substance
animal glue,animal product,animal material,material,substance
fish glue,animal product,animal material,material,substance
putty,filler,sealing material,material,substance
adenosine deaminase,enzyme,catalyst,activator,substance
aldose,monosaccharide,carbohydrate,macromolecule,molecule
alexandrite,chrysoberyl,mineral,material,substance
alloy steel,steel,alloy,mixture,substance
brass,copper-base alloy,alloy,mixture,substance
bronze,copper-base alloy,alloy,mixture,substance
cupronickel,copper-base alloy,alloy,mixture,substance
hard solder,solder,alloy,mixture,substance
silver solder,solder,alloy,mixture,substance
soft solder,solder,alloy,mixture,substance
Monel metal,nickel-base alloy,alloy,mixture,substance
alpha iron,iron,metallic element,chemical element,substance
beta-carotene,provitamin A,provitamin,hydrocarbon,organic compound
beta iron,iron,metallic element,chemical element,substance
gamma iron,iron,metallic element,chemical element,substance
delta iron,iron,metallic element,chemical element,substance
aluminum bronze,copper-base alloy,alloy,mixture,substance
actinolite,amphibole,mineral,material,substance
anthophyllite,amphibole,mineral,material,substance
asbestos,amphibole,mineral,material,substance
hornblende,amphibole,mineral,material,substance
actin,simple protein,protein,macromolecule,molecule
albumin,simple protein,protein,macromolecule,molecule
chitin,polysaccharide,carbohydrate,macromolecule,molecule
nerve growth factor,growth factor,protein,macromolecule,molecule
casein,phosphoprotein,protein,macromolecule,molecule
amylase,enzyme,catalyst,activator,substance
cholinesterase,enzyme,catalyst,activator,substance
coagulase,enzyme,catalyst,activator,substance
collagenase,enzyme,catalyst,activator,substance
tumor necrosis factor,cytokine,protein,macromolecule,molecule
catalase,enzyme,catalyst,activator,substance
cyclooxygenase,enzyme,catalyst,activator,substance
monounsaturated fatty acid,unsaturated fatty acid,fatty acid,carboxylic acid,acid
polyunsaturated fatty acid,unsaturated fatty acid,fatty acid,carboxylic acid,acid
margaric acid,saturated fatty acid,fatty acid,carboxylic acid,acid
ricinoleic acid,unsaturated fatty acid,fatty acid,carboxylic acid,acid
phytohormone,plant product,plant material,material,substance
corticosterone,glucocorticoid,corticosteroid,steroid hormone,hormone
aldosterone,mineralocorticoid,corticosteroid,steroid hormone,hormone
acid dye,dye,coloring material,material,substance
aniline,amine,methane series,aliphatic compound,organic compound
alizarin yellow,dye,coloring material,material,substance
anil,dye,coloring material,material,substance
aniline dye,dye,coloring material,material,substance
drying oil,animal oil,animal material,material,substance
animal pigment,pigment,coloring material,material,substance
ivory,dentine,animal material,material,substance
animal skin,animal product,animal material,material,substance
aquamarine,beryl,mineral,material,substance
austenite,solid solution,solution,mixture,substance
austenitic steel,steel,alloy,mixture,substance
azo dye,dye,coloring material,material,substance
basic dye,dye,coloring material,material,substance
benzene formula,benzene,aromatic hydrocarbon,hydrocarbon,organic compound
binder's board,cardboard,paper,material,substance
black opal,opal,mineral,material,substance
blister copper,copper,metallic element,chemical element,substance
blubber,animal oil,animal material,material,substance
bone oil,animal oil,animal material,material,substance
brushwood,wood,plant material,material,substance
starting buffer,buffer solution,solution,mixture,substance
phosphate buffer solution,buffer solution,solution,mixture,substance
animal fat,fat,lipid,macromolecule,molecule
cabinet wood,wood,plant material,material,substance
butyric acid,saturated fatty acid,fatty acid,carboxylic acid,acid
tributyrin,butyrin,glyceryl ester,ester,organic compound
camphor oil,oil,lipid,macromolecule,molecule
candelilla wax,wax,lipid,macromolecule,molecule
cannel coal,bituminous coal,coal,fossil fuel,fuel
capric acid,saturated fatty acid,fatty acid,carboxylic acid,acid
caproic acid,saturated fatty acid,fatty acid,carboxylic acid,acid
caprylic acid,saturated fatty acid,fatty acid,carboxylic acid,acid
cellulose,polysaccharide,carbohydrate,macromolecule,molecule
case-hardened steel,steel,alloy,mixture,substance
pyrocellulose,cellulose nitrate,cellulose ester,ester,organic compound
pyroxylin,cellulose nitrate,cellulose ester,ester,organic compound
glycogen,polysaccharide,carbohydrate,macromolecule,molecule
inulin,polysaccharide,carbohydrate,macromolecule,molecule
cartridge paper,drawing paper,paper,material,substance
corrugated board,cardboard,paper,material,substance
paperboard,cardboard,paper,material,substance
pasteboard,cardboard,paper,material,substance
strawboard,cardboard,paper,material,substance
ingot iron,iron,metallic element,chemical element,substance
cast iron,iron,metallic element,chemical element,substance
wrought iron,iron,metallic element,chemical element,substance
carbon steel,steel,alloy,mixture,substance
crucible steel,steel,alloy,mixture,substance
Damascus steel,steel,alloy,mixture,substance
ceresin,wax,lipid,macromolecule,molecule
cerulean blue,pigment,coloring material,material,substance
cetrimide,cationic detergent,detergent,wetting agent,chemical agent
bran,chaff,plant material,material,substance
beta endorphin,endorphin,peptide,amide,organic compound
enkephalin,endorphin,peptide,amide,organic compound
chisel steel,steel,alloy,mixture,substance
chrome,chromium,metallic element,chemical element,substance
chrome green,pigment,coloring material,material,substance
Hooker's green,pigment,coloring material,material,substance
chrome yellow,pigment,coloring material,material,substance
chrysolite,olivine,mineral,material,substance
sea coal,bituminous coal,coal,fossil fuel,fuel
cod-liver oil,animal oil,animal material,material,substance
lanolin,animal oil,animal material,material,substance
constantan,copper-base alloy,alloy,mixture,substance
alumina,corundom,mineral,material,substance
decarboxylase,enzyme,catalyst,activator,substance
de-iodinase,enzyme,catalyst,activator,substance
andradite,garnet,mineral,material,substance
demerara,cane sugar,carbohydrate,macromolecule,molecule
dextrin,polysaccharide,carbohydrate,macromolecule,molecule
mono-iodotyrosine,iodotyrosine,iodoamino acid,amino acid,organic compound
di-iodotyrosine,iodotyrosine,iodoamino acid,amino acid,organic compound
tri-iodothyronine,iodothyronine,iodoamino acid,amino acid,organic compound
dimpled chad,chad,paper,material,substance
disaccharidase,enzyme,catalyst,activator,substance
disaccharide,oligosaccharide,carbohydrate,macromolecule,molecule
dressed ore,ore,mineral,material,substance
driftwood,wood,plant material,material,substance
chalk dust,dust,particulate,material,substance
elaidic acid,trans fatty acid,fatty acid,carboxylic acid,acid
sienna,earth color,mineral,material,substance
bister,pigment,coloring material,material,substance
eleostearic acid,unsaturated fatty acid,fatty acid,carboxylic acid,acid
pancreatin,infusion,solution,mixture,substance
elastase,enzyme,catalyst,activator,substance
emerald,beryl,mineral,material,substance
enterokinase,enzyme,catalyst,activator,substance
ethylene glycol,antifreeze,liquid,fluid,substance
high explosive,explosive,chemical,material,substance
low explosive,explosive,chemical,material,substance
fecal matter,body waste,waste,material,substance
fecula,body waste,waste,material,substance
wormcast,body waste,waste,material,substance
human waste,body waste,waste,material,substance
urine,body waste,waste,material,substance
vomit,body waste,waste,material,substance
scrap metal,rubbish,waste,material,substance
debris,rubbish,waste,material,substance
fallout,dust,particulate,material,substance
ferrite,solid solution,solution,mixture,substance
organic,fertilizer,chemical,material,substance
cocoa butter,fat,lipid,macromolecule,molecule
leaf fat,fat,lipid,macromolecule,molecule
feldspar,spar,mineral,material,substance
ferrocerium,pyrophoric alloy,alloy,mixture,substance
fire opal,opal,mineral,material,substance
fish-liver oil,animal oil,animal material,material,substance
flavonoid,phytochemical,chemical,material,substance
floor wax,wax,lipid,macromolecule,molecule
Freon,chlorofluorocarbon,fluorocarbon,halocarbon,organic compound
furfural,plant product,plant material,material,substance
galvanized iron,iron,metallic element,chemical element,substance
carbuncle,garnet,mineral,material,substance
kraft,wrapping paper,paper,material,substance
butcher paper,wrapping paper,paper,material,substance
gift wrap,wrapping paper,paper,material,substance
enamine,amine,methane series,aliphatic compound,organic compound
glyceride,animal oil,animal material,material,substance
laetrile,amygdalin,glucoside,glycoside,organic compound
glycoprotein,conjugated protein,protein,macromolecule,molecule
hemoprotein,conjugated protein,protein,macromolecule,molecule
gondang wax,wax,lipid,macromolecule,molecule
goose grease,animal oil,animal material,material,substance
granular pearlite,pearlite,lamellar mixture,mixture,substance
grease,oil,lipid,macromolecule,molecule
essential oil,oil,lipid,macromolecule,molecule
copalite,copal,natural resin,resin,organic compound
congo copal,copal,natural resin,resin,organic compound
kauri,copal,natural resin,resin,organic compound
Zanzibar copal,copal,natural resin,resin,organic compound
Canada balsam,oleoresin,natural resin,resin,organic compound
turpentine,oleoresin,natural resin,resin,organic compound
copaiba,oleoresin,natural resin,resin,organic compound
benzoin,gum resin,natural resin,resin,organic compound
bdellium,gum resin,natural resin,resin,organic compound
gamboge,gum resin,natural resin,resin,organic compound
cinnamon stone,garnet,mineral,material,substance
halibut-liver oil,animal oil,animal material,material,substance
hanging chad,chad,paper,material,substance
hard steel,steel,alloy,mixture,substance
harlequin opal,opal,mineral,material,substance
high-level radioactive waste,radioactive waste,radioactive material,material,substance
histaminase,enzyme,catalyst,activator,substance
hyacinth,zircon,mineral,material,substance
hyaluronidase,enzyme,catalyst,activator,substance
indelible ink,ink,liquid,fluid,substance
India ink,ink,liquid,fluid,substance
magnetic ink,ink,liquid,fluid,substance
printer's ink,ink,liquid,fluid,substance
writing ink,ink,liquid,fluid,substance
Indian red,pigment,coloring material,material,substance
ivory black,pigment,coloring material,material,substance
insecticide,pesticide,chemical,material,substance
thyroprotein,iodoprotein,protein,macromolecule,molecule
thyroglobulin,iodoprotein,protein,macromolecule,molecule
iron blue,gray,achromatic color,color,visual property
Payne's grey,pigment,coloring material,material,substance
iron ore,ore,mineral,material,substance
isomerase,enzyme,catalyst,activator,substance
Japan wax,wax,lipid,macromolecule,molecule
jargoon,zircon,mineral,material,substance
keratohyalin,hyaline,transparent substance,material,substance
ketose,monosaccharide,carbohydrate,macromolecule,molecule
kinase,enzyme,catalyst,activator,substance
kunzite,spodumene,mineral,material,substance
labdanum,oleoresin,natural resin,resin,organic compound
lard oil,animal oil,animal material,material,substance
lauric acid,saturated fatty acid,fatty acid,carboxylic acid,acid
lead ore,ore,mineral,material,substance
ledger paper,writing paper,paper,material,substance
laid paper,writing paper,paper,material,substance
wove paper,writing paper,paper,material,substance
letter paper,writing paper,paper,material,substance
calcite,spar,mineral,material,substance
linuron,herbicide,chemical,material,substance
lipase,enzyme,catalyst,activator,substance
lipoprotein,conjugated protein,protein,macromolecule,molecule
lithium carbonate,major tranquilizer,tranquilizer,sedative-hypnotic,sedative
log,wood,plant material,material,substance
low-level radioactive waste,radioactive waste,radioactive material,material,substance
lymphokine,cytokine,protein,macromolecule,molecule
lysozyme,enzyme,catalyst,activator,substance
martensite,solid solution,solution,mixture,substance
sour mash,mash,suspension,mixture,substance
matchwood,wood,plant material,material,substance
medium steel,steel,alloy,mixture,substance
menhaden oil,animal oil,animal material,material,substance
message pad,pad,paper,material,substance
mild steel,steel,alloy,mixture,substance
mineral oil,oil,lipid,macromolecule,molecule
misch metal,pyrophoric alloy,alloy,mixture,substance
monoamine,amine,methane series,aliphatic compound,organic compound
monoamine oxidase,enzyme,catalyst,activator,substance
montan wax,wax,lipid,macromolecule,molecule
morganite,beryl,mineral,material,substance
mucopolysaccharide,polysaccharide,carbohydrate,macromolecule,molecule
myelin,fat,lipid,macromolecule,molecule
myristic acid,saturated fatty acid,fatty acid,carboxylic acid,acid
animal fiber,natural fiber,fiber,material,substance
plant fiber,plant product,plant material,material,substance
neat's-foot oil,animal oil,animal material,material,substance
Nichrome,nickel-base alloy,alloy,mixture,substance
nitrogenase,enzyme,catalyst,activator,substance
nuclease,enzyme,catalyst,activator,substance
cellulose triacetate,cellulose acetate,cellulose ester,ester,organic compound
acrylic fiber,man-made fiber,fiber,material,substance
fixed oil,oil,lipid,macromolecule,molecule
fusel oil,oil,lipid,macromolecule,molecule
stand oil,oil,lipid,macromolecule,molecule
neroli oil,oil,lipid,macromolecule,molecule
